Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Power,Temp_diff,tool_wear_torque_product
1,297.6,308.8,1357,49.7,104,0,0,0,0,0,0,67442.90000000001,11.199999999999989,5168.8
1,297.5,308.7,1697,28.1,107,0,0,0,0,0,0,47685.700000000004,11.199999999999989,3006.7000000000003
0,297.5,308.7,1443,46.2,110,0,0,0,0,0,0,66666.6,11.199999999999989,5082.0
0,297.5,308.7,1453,37.6,112,0,0,0,0,0,0,54632.8,11.199999999999989,4211.2
0,297.4,308.6,1439,46.4,114,0,0,0,0,0,0,66769.59999999999,11.200000000000045,5289.599999999999
0,297.4,308.6,1609,36.2,116,0,0,0,0,0,0,58245.8,11.200000000000045,4199.200000000001
0,297.4,308.6,1324,59.1,118,0,0,0,0,0,0,78248.40000000001,11.200000000000045,6973.8
2,297.4,308.6,1420,45.8,120,0,0,0,0,0,0,65035.99999999999,11.200000000000045,5496.0
0,297.4,308.7,1545,36.9,125,0,0,0,0,0,0,57010.5,11.300000000000011,4612.5
0,297.5,308.8,1477,39.0,127,0,0,0,0,0,0,57603.0,11.300000000000011,4953.0
0,297.4,308.8,1447,58.1,129,0,0,0,0,0,0,84070.7,11.400000000000034,7494.900000000001
0,297.4,308.9,1809,23.8,131,0,0,0,0,0,0,43054.200000000004,11.5,3117.8
0,297.5,308.9,1696,30.9,133,0,0,0,0,0,0,52406.399999999994,11.399999999999977,4109.7
0,297.5,308.9,1427,44.7,135,0,0,0,0,0,0,63786.9,11.399999999999977,6034.5
1,297.4,308.9,1500,46.3,137,0,0,0,0,0,0,69450.0,11.5,6343.099999999999
0,297.5,308.9,1390,44.6,140,0,0,0,0,0,0,61994.0,11.399999999999977,6244.0
0,297.4,308.8,1640,34.2,142,0,0,0,0,0,0,56088.00000000001,11.400000000000034,4856.400000000001
1,297.4,308.8,1628,37.4,144,0,0,0,0,0,0,60887.2,11.400000000000034,5385.599999999999
2,297.3,308.6,1499,37.6,147,0,0,0,0,0,0,56362.4,11.300000000000011,5527.2
1,297.4,308.7,1425,50.3,152,0,0,0,0,0,0,71677.5,11.300000000000011,7645.599999999999
0,297.3,308.6,1586,37.7,155,0,0,0,0,0,0,59792.200000000004,11.300000000000011,5843.5
1,297.3,308.6,1471,50.7,157,0,0,0,0,0,0,74579.7,11.300000000000011,7959.900000000001
1,297.3,308.6,1431,53.0,160,0,0,0,0,0,0,75843.0,11.300000000000011,8480.0
0,297.2,308.6,1924,22.1,163,0,0,0,0,0,0,42520.4,11.400000000000034,3602.3
1,297.1,308.4,1421,42.0,165,0,0,0,0,0,0,59682.0,11.299999999999955,6930.0
2,297.0,308.4,1305,54.6,168,0,0,0,0,0,0,71253.0,11.399999999999977,9172.800000000001
0,296.9,308.4,1557,32.4,173,0,0,0,0,0,0,50446.799999999996,11.5,5605.2
0,296.9,308.3,1555,38.2,175,0,0,0,0,0,0,59401.00000000001,11.400000000000034,6685.000000000001
2,296.9,308.3,1474,39.2,177,0,0,0,0,0,0,57780.8,11.400000000000034,6938.400000000001
0,296.8,308.3,1506,45.9,182,0,0,0,0,0,0,69125.4,11.5,8353.8
0,296.9,308.4,1390,41.8,184,0,0,0,0,0,0,58101.99999999999,11.5,7691.2
1,296.9,308.4,1450,46.9,186,0,0,0,0,0,0,68005.0,11.5,8723.4
0,296.9,308.3,1513,38.8,189,0,0,0,0,0,0,58704.399999999994,11.400000000000034,7333.2
0,296.8,308.2,1643,34.7,191,0,0,0,0,0,0,57012.100000000006,11.399999999999977,6627.700000000001
0,296.8,308.2,1361,53.8,193,0,0,0,0,0,0,73221.8,11.399999999999977,10383.4
0,296.7,308.1,1450,40.9,195,0,0,0,0,0,0,59305.0,11.400000000000034,7975.5
0,296.7,308.0,1451,50.7,197,0,0,0,0,0,0,73565.7,11.300000000000011,9987.900000000001
0,296.8,308.1,1289,62.0,199,1,0,0,0,1,0,79918.0,11.300000000000011,12338.0
0,296.8,308.1,1356,48.3,201,0,0,0,0,0,0,65494.799999999996,11.300000000000011,9708.3
2,296.7,308.1,1528,46.3,203,0,0,0,0,0,0,70746.4,11.400000000000034,9398.9
0,296.6,308.0,1978,22.3,208,0,0,0,0,0,0,44109.4,11.399999999999977,4638.400000000001
0,296.7,308.0,1535,36.8,210,0,0,0,0,0,0,56487.99999999999,11.300000000000011,7727.999999999999
1,296.8,308.1,1843,24.2,212,0,0,0,0,0,0,44600.6,11.300000000000011,5130.4
0,296.9,308.1,1422,48.7,215,0,0,0,0,0,0,69251.40000000001,11.200000000000045,10470.5
0,296.8,308.0,1536,40.4,217,0,0,0,0,0,0,62054.399999999994,11.199999999999989,8766.8
1,296.9,308.1,1483,44.3,219,0,0,0,0,0,0,65696.9,11.200000000000045,9701.699999999999
2,296.8,308.1,1492,43.7,222,0,0,0,0,0,0,65200.4,11.300000000000011,9701.400000000001
0,296.8,308.0,1584,40.4,227,0,0,0,0,0,0,63993.6,11.199999999999989,9170.8
0,296.9,308.1,1555,33.7,229,0,0,0,0,0,0,52403.50000000001,11.200000000000045,7717.300000000001
0,296.8,308.0,1497,41.7,231,0,0,0,0,0,0,62424.9,11.199999999999989,9632.7
1,296.7,307.8,1537,36.3,233,0,0,0,0,0,0,55793.1,11.100000000000023,8457.9
0,296.7,307.8,1505,39.4,236,0,0,0,0,0,0,59297.0,11.100000000000023,9298.4
0,296.7,307.8,1646,34.6,238,0,0,0,0,0,0,56951.600000000006,11.100000000000023,8234.800000000001
1,296.7,307.8,1286,60.5,0,0,0,0,0,0,0,77803.0,11.100000000000023,0.0
0,296.7,307.8,1400,47.5,3,0,0,0,0,0,0,66500.0,11.100000000000023,142.5
0,296.8,307.9,1337,56.5,5,0,0,0,0,0,0,75540.5,11.099999999999966,282.5
0,296.9,308.0,1332,53.9,7,0,0,0,0,0,0,71794.8,11.100000000000023,377.3
0,296.8,308.0,1561,38.3,9,0,0,0,0,0,0,59786.299999999996,11.199999999999989,344.7
0,296.9,308.0,1546,31.1,11,0,0,0,0,0,0,48080.600000000006,11.100000000000023,342.1
0,296.9,308.0,1713,29.3,13,0,0,0,0,0,0,50190.9,11.100000000000023,380.90000000000003
0,296.9,308.0,1343,44.5,15,0,0,0,0,0,0,59763.5,11.100000000000023,667.5
0,296.8,308.0,1391,54.4,17,0,0,0,0,0,0,75670.4,11.199999999999989,924.8
2,296.8,308.0,1311,58.6,19,0,0,0,0,0,0,76824.6,11.199999999999989,1113.4
2,296.8,308.0,1453,51.0,24,0,0,0,0,0,0,74103.0,11.199999999999989,1224.0
0,296.8,308.0,1510,39.4,29,0,0,0,0,0,0,59494.0,11.199999999999989,1142.6
0,296.8,307.9,1448,48.8,31,0,0,0,0,0,0,70662.4,11.099999999999966,1512.8
0,296.7,307.8,1453,46.0,33,0,0,0,0,0,0,66838.0,11.100000000000023,1518.0
0,296.7,307.8,1468,39.2,35,0,0,0,0,0,0,57545.600000000006,11.100000000000023,1372.0
0,296.7,307.8,1382,47.5,37,0,0,0,0,0,0,65645.0,11.100000000000023,1757.5
0,296.7,308.0,1580,32.2,39,0,0,0,0,0,0,50876.00000000001,11.300000000000011,1255.8000000000002
0,296.8,308.0,1666,29.8,41,0,0,0,0,0,0,49646.8,11.199999999999989,1221.8
1,296.9,308.0,1409,50.7,43,0,0,0,0,0,0,71436.3,11.100000000000023,2180.1
0,296.8,308.0,1675,29.7,46,0,0,0,0,0,0,49747.5,11.199999999999989,1366.2
0,296.8,307.9,1698,30.8,48,0,0,0,0,0,0,52298.4,11.099999999999966,1478.4
2,296.7,307.9,1579,33.4,50,0,0,0,0,0,0,52738.6,11.199999999999989,1670.0
0,296.7,307.9,1743,27.9,55,0,0,0,0,0,0,48629.7,11.199999999999989,1534.5
1,296.9,308.0,1497,44.8,57,0,0,0,0,0,0,67065.59999999999,11.100000000000023,2553.6
0,296.9,308.1,1741,28.8,60,0,0,0,0,0,0,50140.8,11.200000000000045,1728.0
0,296.9,308.1,1435,45.3,62,0,0,0,0,0,0,65005.49999999999,11.200000000000045,2808.6
1,296.9,308.1,1440,46.3,64,0,0,0,0,0,0,66672.0,11.200000000000045,2963.2
1,296.9,308.0,1641,33.3,67,0,0,0,0,0,0,54645.299999999996,11.100000000000023,2231.1
0,296.8,307.9,1420,45.4,70,0,0,0,0,0,0,64468.0,11.099999999999966,3178.0
0,296.8,307.9,1611,35.4,72,0,0,0,0,0,0,57029.399999999994,11.099999999999966,2548.7999999999997
0,296.8,307.8,1373,42.9,74,0,0,0,0,0,0,58901.7,11.0,3174.6
1,296.8,307.9,1683,31.8,76,0,0,0,0,0,0,53519.4,11.099999999999966,2416.8
2,296.9,307.9,1547,32.6,79,0,0,0,0,0,0,50432.200000000004,11.0,2575.4
0,296.9,307.8,1605,37.0,84,0,0,0,0,0,0,59385.0,10.900000000000034,3108.0
1,296.9,307.9,2010,18.9,86,0,0,0,0,0,0,37989.0,11.0,1625.3999999999999
0,296.8,307.7,1565,40.1,89,0,0,0,0,0,0,62756.5,10.899999999999977,3568.9
1,296.9,307.8,1828,24.6,91,0,0,0,0,0,0,44968.8,10.900000000000034,2238.6
1,297.0,307.8,1579,34.1,94,0,0,0,0,0,0,53843.9,10.800000000000011,3205.4
1,297.0,307.9,1882,24.2,97,0,0,0,0,0,0,45544.4,10.899999999999977,2347.4
0,296.9,307.8,1285,52.1,100,0,0,0,0,0,0,66948.5,10.900000000000034,5210.0
0,296.9,307.8,1571,35.0,102,0,0,0,0,0,0,54985.0,10.900000000000034,3570.0
2,296.9,307.8,1549,37.8,104,0,0,0,0,0,0,58552.2,10.900000000000034,3931.2
1,296.9,307.8,1544,37.6,109,0,0,0,0,0,0,58054.4,10.900000000000034,4098.400000000001
1,297.0,307.9,1412,47.4,112,0,0,0,0,0,0,66928.8,10.899999999999977,5308.8
1,297.0,307.9,1422,53.0,115,0,0,0,0,0,0,75366.0,10.899999999999977,6095.0
0,297.0,307.7,1867,22.8,118,0,0,0,0,0,0,42567.6,10.699999999999989,2690.4
0,296.9,307.7,1424,43.3,120,0,0,0,0,0,0,61659.2,10.800000000000011,5196.0
0,296.9,307.6,1452,45.7,122,0,0,0,0,0,0,66356.40000000001,10.700000000000045,5575.400000000001
0,296.9,307.7,1550,39.7,124,0,0,0,0,0,0,61535.00000000001,10.800000000000011,4922.8
0,296.8,307.6,1588,37.6,126,0,0,0,0,0,0,59708.8,10.800000000000011,4737.6
0,296.8,307.6,1338,44.4,128,0,0,0,0,0,0,59407.2,10.800000000000011,5683.2
0,296.8,307.6,1513,40.0,130,0,0,0,0,0,0,60520.0,10.800000000000011,5200.0
1,296.8,307.5,1470,45.9,132,0,0,0,0,0,0,67473.0,10.699999999999989,6058.8
1,296.8,307.5,1516,36.7,135,0,0,0,0,0,0,55637.200000000004,10.699999999999989,4954.5
0,296.8,307.6,1434,48.3,138,0,0,0,0,0,0,69262.2,10.800000000000011,6665.4
0,296.8,307.6,1368,52.0,140,0,0,0,0,0,0,71136.0,10.800000000000011,7280.0
0,296.8,307.6,1304,48.7,142,0,0,0,0,0,0,63504.8,10.800000000000011,6915.400000000001
0,296.8,307.6,1398,46.7,144,0,0,0,0,0,0,65286.600000000006,10.800000000000011,6724.8
0,296.7,307.6,1516,37.4,146,0,0,0,0,0,0,56698.4,10.900000000000034,5460.4
0,296.7,307.6,1474,41.7,148,0,0,0,0,0,0,61465.8,10.900000000000034,6171.6
1,296.7,307.6,1547,34.7,150,0,0,0,0,0,0,53680.9,10.900000000000034,5205.0
1,296.6,307.5,1482,39.9,153,0,0,0,0,0,0,59131.799999999996,10.899999999999977,6104.7
0,296.6,307.4,1436,42.8,156,0,0,0,0,0,0,61460.799999999996,10.799999999999955,6676.799999999999
0,296.6,307.3,1474,40.0,158,0,0,0,0,0,0,58960.0,10.699999999999989,6320.0
0,296.5,307.2,1481,38.2,160,0,0,0,0,0,0,56574.200000000004,10.699999999999989,6112.0
0,296.5,307.3,1501,42.1,162,0,0,0,0,0,0,63192.1,10.800000000000011,6820.2
0,296.5,307.3,1566,37.2,164,0,0,0,0,0,0,58255.200000000004,10.800000000000011,6100.8
0,296.5,307.3,1579,34.5,166,0,0,0,0,0,0,54475.5,10.800000000000011,5727.0
0,296.6,307.4,1631,35.0,168,0,0,0,0,0,0,57085.0,10.799999999999955,5880.0
1,296.6,307.4,1544,42.3,170,0,0,0,0,0,0,65311.2,10.799999999999955,7190.999999999999
0,296.6,307.4,1521,38.6,173,0,0,0,0,0,0,58710.6,10.799999999999955,6677.8
0,296.6,307.4,1616,28.0,175,0,0,0,0,0,0,45248.0,10.799999999999955,4900.0
2,296.6,307.4,1333,50.2,177,0,0,0,0,0,0,66916.6,10.799999999999955,8885.4
1,296.7,307.4,1533,32.5,182,0,0,0,0,0,0,49822.5,10.699999999999989,5915.0
0,296.6,307.4,1368,45.1,185,0,0,0,0,0,0,61696.8,10.799999999999955,8343.5
0,296.6,307.4,1465,47.8,187,0,0,0,0,0,0,70027.0,10.799999999999955,8938.6
2,296.6,307.4,1406,41.5,189,0,0,0,0,0,0,58349.0,10.799999999999955,7843.5
1,296.5,307.4,1565,43.5,194,0,0,0,0,0,0,68077.5,10.899999999999977,8439.0
0,296.6,307.5,1582,37.9,197,0,0,0,0,0,0,59957.799999999996,10.899999999999977,7466.299999999999
0,296.6,307.5,1439,45.5,199,0,0,0,0,0,0,65474.5,10.899999999999977,9054.5
1,296.6,307.5,1566,35.0,201,0,0,0,0,0,0,54810.0,10.899999999999977,7035.0
0,296.6,307.5,1485,42.7,204,0,0,0,0,0,0,63409.50000000001,10.899999999999977,8710.800000000001
0,296.5,307.5,1566,35.1,206,0,0,0,0,0,0,54966.600000000006,11.0,7230.6
0,296.3,307.3,1439,41.5,208,0,0,0,0,0,0,59718.5,11.0,8632.0
1,296.4,307.4,1416,50.0,210,0,0,0,0,0,0,70800.0,11.0,10500.0
0,296.4,307.4,2833,5.6,213,1,0,0,1,0,0,15864.8,11.0,1192.8
0,296.3,307.4,1465,47.1,215,0,0,0,0,0,0,69001.5,11.099999999999966,10126.5
2,296.4,307.4,1586,35.5,0,0,0,0,0,0,0,56303.0,11.0,0.0
0,296.3,307.3,1567,31.4,5,0,0,0,0,0,0,49203.799999999996,11.0,157.0
1,296.2,307.2,1389,48.6,7,0,0,0,0,0,0,67505.40000000001,11.0,340.2
1,296.3,307.3,1368,49.5,10,0,0,0,0,0,0,67716.0,11.0,495.0
0,296.3,307.3,1444,49.0,13,0,0,0,0,0,0,70756.0,11.0,637.0
1,296.3,307.3,1498,41.6,15,0,0,0,0,0,0,62316.8,11.0,624.0
0,296.1,307.2,1615,30.8,18,0,0,0,0,0,0,49742.0,11.099999999999966,554.4
0,296.1,307.1,1898,22.7,20,0,0,0,0,0,0,43084.6,11.0,454.0
1,296.1,307.1,1350,53.3,22,0,0,0,0,0,0,71955.0,11.0,1172.6
1,296.2,307.0,1516,37.6,25,0,0,0,0,0,0,57001.6,10.800000000000011,940.0
2,296.2,307.0,1542,40.6,28,0,0,0,0,0,0,62605.200000000004,10.800000000000011,1136.8
2,296.1,306.9,1541,32.6,33,0,0,0,0,0,0,50236.600000000006,10.799999999999955,1075.8
1,296.1,306.9,1951,23.3,38,0,0,0,0,0,0,45458.3,10.799999999999955,885.4
2,296.1,306.8,1645,31.0,41,0,0,0,0,0,0,50995.0,10.699999999999989,1271.0
0,296.0,306.7,1416,44.2,46,0,0,0,0,0,0,62587.200000000004,10.699999999999989,2033.2
1,296.0,306.7,2044,22.3,48,0,0,0,0,0,0,45581.200000000004,10.699999999999989,1070.4
0,295.9,306.6,1414,50.2,51,0,0,0,0,0,0,70982.8,10.700000000000045,2560.2000000000003
0,295.9,306.6,1678,26.7,53,0,0,0,0,0,0,44802.6,10.700000000000045,1415.1
2,295.9,306.5,1594,33.2,55,0,0,0,0,0,0,52920.8,10.600000000000023,1826.0000000000002
1,295.8,306.5,1514,37.7,60,0,0,0,0,0,0,57077.8,10.699999999999989,2262.0
0,295.8,306.5,1358,49.2,63,0,0,0,0,0,0,66813.6,10.699999999999989,3099.6000000000004
0,295.8,306.4,1325,56.2,65,0,0,0,0,0,0,74465.0,10.599999999999966,3653.0
0,295.8,306.4,1339,53.2,67,0,0,0,0,0,0,71234.8,10.599999999999966,3564.4
1,295.8,306.4,1335,51.7,69,0,0,0,0,0,0,69019.5,10.599999999999966,3567.3
0,295.9,306.4,1892,21.7,72,0,0,0,0,0,0,41056.4,10.5,1562.3999999999999
0,295.9,306.4,1575,28.5,74,0,0,0,0,0,0,44887.5,10.5,2109.0
1,295.8,306.3,1444,45.5,76,0,0,0,0,0,0,65702.0,10.5,3458.0
0,295.7,306.3,1915,22.4,79,0,0,0,0,0,0,42896.0,10.600000000000023,1769.6
1,295.6,306.2,1584,33.6,81,0,0,0,0,0,0,53222.4,10.599999999999966,2721.6
1,295.7,306.3,1685,34.9,84,0,0,0,0,0,0,58806.5,10.600000000000023,2931.6
0,295.8,306.3,1337,54.6,87,0,0,0,0,0,0,73000.2,10.5,4750.2
1,295.8,306.3,1235,76.2,89,1,0,0,1,0,0,94107.0,10.5,6781.8
0,295.7,306.2,1464,46.2,92,0,0,0,0,0,0,67636.8,10.5,4250.400000000001
1,295.7,306.2,1739,25.9,94,0,0,0,0,0,0,45040.1,10.5,2434.6
0,295.7,306.3,1490,34.3,97,0,0,0,0,0,0,51106.99999999999,10.600000000000023,3327.1
0,295.8,306.4,1356,48.0,99,0,0,0,0,0,0,65088.0,10.599999999999966,4752.0
0,295.7,306.2,1397,52.0,101,0,0,0,0,0,0,72644.0,10.5,5252.0
0,295.7,306.2,1458,40.6,103,0,0,0,0,0,0,59194.8,10.5,4181.8
2,295.7,306.2,2161,16.5,105,0,0,0,0,0,0,35656.5,10.5,1732.5
1,295.6,306.1,1651,28.1,110,0,0,0,0,0,0,46393.100000000006,10.5,3091.0
0,295.6,306.1,1389,46.2,113,0,0,0,0,0,0,64171.8,10.5,5220.6
0,295.6,306.0,1370,52.4,115,0,0,0,0,0,0,71788.0,10.399999999999977,6026.0
0,295.7,306.1,1408,47.9,117,0,0,0,0,0,0,67443.2,10.400000000000034,5604.3
0,295.7,306.1,1343,54.4,119,0,0,0,0,0,0,73059.2,10.400000000000034,6473.599999999999
1,295.7,306.2,1423,42.5,121,0,0,0,0,0,0,60477.5,10.5,5142.5
0,295.6,306.2,1426,48.6,124,0,0,0,0,0,0,69303.6,10.599999999999966,6026.400000000001
1,295.6,306.2,1435,51.6,126,0,0,0,0,0,0,74046.0,10.599999999999966,6501.6
0,295.5,306.1,1573,35.1,129,0,0,0,0,0,0,55212.3,10.600000000000023,4527.900000000001
0,295.6,306.2,1612,31.2,131,0,0,0,0,0,0,50294.4,10.599999999999966,4087.2
0,295.6,306.2,1446,49.9,133,0,0,0,0,0,0,72155.4,10.599999999999966,6636.7
2,295.6,306.2,1329,55.3,135,0,0,0,0,0,0,73493.7,10.599999999999966,7465.5
0,295.6,306.2,1569,35.1,140,0,0,0,0,0,0,55071.9,10.599999999999966,4914.0
2,295.6,306.1,1256,62.3,142,0,0,0,0,0,0,78248.8,10.5,8846.6
0,295.6,306.1,1383,48.7,147,0,0,0,0,0,0,67352.1,10.5,7158.900000000001
0,295.7,306.2,2270,14.6,149,1,0,0,1,0,0,33142.0,10.5,2175.4
2,295.7,306.2,1458,49.8,151,0,0,0,0,0,0,72608.4,10.5,7519.799999999999
0,295.6,306.1,1474,41.2,156,0,0,0,0,0,0,60728.8,10.5,6427.200000000001
1,295.6,306.1,1462,49.2,158,0,0,0,0,0,0,71930.40000000001,10.5,7773.6
1,295.6,306.1,1669,29.0,161,0,0,0,0,0,0,48401.0,10.5,4669.0
1,295.5,306.1,1822,24.3,164,0,0,0,0,0,0,44274.6,10.600000000000023,3985.2000000000003
0,295.5,306.0,1456,39.2,167,0,0,0,0,0,0,57075.200000000004,10.5,6546.400000000001
0,295.5,306.0,1546,35.9,169,0,0,0,0,0,0,55501.399999999994,10.5,6067.099999999999
1,295.6,306.1,1490,42.7,171,0,0,0,0,0,0,63623.00000000001,10.5,7301.700000000001
0,295.6,306.0,1569,40.4,174,0,0,0,0,0,0,63387.6,10.399999999999977,7029.599999999999
0,295.5,306.0,1621,29.5,176,0,0,0,0,0,0,47819.5,10.5,5192.0
1,295.4,305.9,1518,40.6,178,0,0,0,0,0,0,61630.8,10.5,7226.8
1,295.4,305.8,1526,38.2,181,0,0,0,0,0,0,58293.200000000004,10.400000000000034,6914.200000000001
1,295.3,305.8,1589,36.2,184,0,0,0,0,0,0,57521.8,10.5,6660.8
0,295.3,305.7,1475,51.0,187,0,0,0,0,0,0,75225.0,10.399999999999977,9537.0
1,295.3,305.7,1473,38.5,189,0,0,0,0,0,0,56710.5,10.399999999999977,7276.5
0,295.4,305.8,1407,50.7,192,0,0,0,0,0,0,71334.90000000001,10.400000000000034,9734.400000000001
1,295.5,305.9,1518,44.1,194,0,0,0,0,0,0,66943.8,10.399999999999977,8555.4
2,295.5,305.9,1593,37.2,197,0,0,0,0,0,0,59259.600000000006,10.399999999999977,7328.400000000001
1,295.5,305.9,1380,52.4,202,0,0,0,0,0,0,72312.0,10.399999999999977,10584.8
1,295.5,306.0,1423,45.3,205,0,0,0,0,0,0,64461.899999999994,10.5,9286.5
0,295.5,306.0,1800,27.6,208,0,0,0,0,0,0,49680.0,10.5,5740.8
2,295.6,306.1,1623,30.9,210,0,0,0,0,0,0,50150.7,10.5,6489.0
0,295.6,306.1,1372,55.6,215,1,0,0,0,1,0,76283.2,10.5,11954.0
2,295.6,306.0,1396,52.4,0,0,0,0,0,0,0,73150.4,10.399999999999977,0.0
0,295.6,306.0,1949,21.9,5,0,0,0,0,0,0,42683.1,10.399999999999977,109.5
0,295.6,306.0,1419,51.1,7,0,0,0,0,0,0,72510.90000000001,10.399999999999977,357.7
1,295.5,305.9,1453,47.3,9,0,0,0,0,0,0,68726.9,10.399999999999977,425.7
0,295.5,305.9,1542,36.2,12,0,0,0,0,0,0,55820.4,10.399999999999977,434.40000000000003
0,295.6,306.0,1363,50.0,14,0,0,0,0,0,0,68150.0,10.399999999999977,700.0
0,295.5,306.0,1597,37.2,16,0,0,0,0,0,0,59408.4,10.5,595.2
1,295.5,306.0,1326,50.8,18,0,0,0,0,0,0,67360.8,10.5,914.4
1,295.5,306.0,1641,36.6,21,0,0,0,0,0,0,60060.600000000006,10.5,768.6
1,295.6,306.1,1418,46.2,24,0,0,0,0,0,0,65511.600000000006,10.5,1108.8000000000002
0,295.6,306.2,1263,61.8,27,0,0,0,0,0,0,78053.4,10.599999999999966,1668.6
0,295.6,306.2,1823,25.8,29,0,0,0,0,0,0,47033.4,10.599999999999966,748.2
0,295.5,306.1,1488,40.7,31,0,0,0,0,0,0,60561.600000000006,10.600000000000023,1261.7
0,295.6,306.2,1443,48.9,33,0,0,0,0,0,0,70562.7,10.599999999999966,1613.7
0,295.6,306.2,1650,28.2,35,0,0,0,0,0,0,46530.0,10.599999999999966,987.0
1,295.7,306.3,1462,44.3,37,0,0,0,0,0,0,64766.6,10.600000000000023,1639.1
1,295.6,306.2,1477,45.0,40,0,0,0,0,0,0,66465.0,10.599999999999966,1800.0
1,295.7,306.3,1712,28.5,43,0,0,0,0,0,0,48792.0,10.600000000000023,1225.5
1,295.7,306.3,1347,50.4,46,0,0,0,0,0,0,67888.8,10.600000000000023,2318.4
0,295.6,306.2,1287,54.8,49,0,0,0,0,0,0,70527.59999999999,10.599999999999966,2685.2
0,295.6,306.2,1428,44.5,51,0,0,0,0,0,0,63546.0,10.599999999999966,2269.5
1,295.6,306.3,1426,45.5,53,0,0,0,0,0,0,64883.0,10.699999999999989,2411.5
0,295.6,306.3,1636,32.7,56,0,0,0,0,0,0,53497.200000000004,10.699999999999989,1831.2000000000003
0,295.6,306.2,1424,42.5,58,0,0,0,0,0,0,60520.0,10.599999999999966,2465.0
2,295.6,306.3,1509,35.8,60,0,0,0,0,0,0,54022.2,10.699999999999989,2148.0
0,295.5,306.2,1448,48.9,65,0,0,0,0,0,0,70807.2,10.699999999999989,3178.5
0,295.5,306.1,1650,32.8,67,0,0,0,0,0,0,54119.99999999999,10.600000000000023,2197.6
2,295.6,306.2,1414,42.5,69,0,0,0,0,0,0,60095.0,10.599999999999966,2932.5
0,295.6,306.3,1911,20.9,74,0,0,0,0,0,0,39939.899999999994,10.699999999999989,1546.6
2,295.6,306.2,1632,32.2,76,0,0,0,0,0,0,52550.4,10.599999999999966,2447.2000000000003
1,295.7,306.4,1387,40.1,81,0,0,0,0,0,0,55618.700000000004,10.699999999999989,3248.1
0,295.8,306.4,1399,47.6,84,0,0,0,0,0,0,66592.40000000001,10.599999999999966,3998.4
0,295.8,306.5,1505,35.2,86,0,0,0,0,0,0,52976.00000000001,10.699999999999989,3027.2000000000003
0,295.8,306.5,1534,37.9,88,0,0,0,0,0,0,58138.6,10.699999999999989,3335.2
0,295.8,306.5,1493,40.5,90,0,0,0,0,0,0,60466.5,10.699999999999989,3645.0
1,295.8,306.6,1480,43.2,92,0,0,0,0,0,0,63936.00000000001,10.800000000000011,3974.4
0,295.8,306.6,1621,31.6,95,0,0,0,0,0,0,51223.600000000006,10.800000000000011,3002.0
0,295.7,306.5,1737,26.2,97,0,0,0,0,0,0,45509.4,10.800000000000011,2541.4
0,295.8,306.6,1508,46.5,99,0,0,0,0,0,0,70122.0,10.800000000000011,4603.5
1,295.8,306.5,1641,32.2,101,0,0,0,0,0,0,52840.200000000004,10.699999999999989,3252.2000000000003
1,295.9,306.6,1532,38.6,104,0,0,0,0,0,0,59135.200000000004,10.700000000000045,4014.4
0,295.9,306.7,1547,40.9,107,0,0,0,0,0,0,63272.299999999996,10.800000000000011,4376.3
0,295.9,306.6,1412,41.0,109,0,0,0,0,0,0,57892.0,10.700000000000045,4469.0
0,295.8,306.5,1568,35.1,111,0,0,0,0,0,0,55036.8,10.699999999999989,3896.1000000000004
0,295.9,306.6,1557,41.1,113,0,0,0,0,0,0,63992.700000000004,10.700000000000045,4644.3
0,295.8,306.6,1644,35.2,115,0,0,0,0,0,0,57868.8,10.800000000000011,4048.0000000000005
0,295.9,306.6,1679,30.4,117,0,0,0,0,0,0,51041.6,10.700000000000045,3556.7999999999997
0,296.0,306.6,1511,35.2,119,0,0,0,0,0,0,53187.200000000004,10.600000000000023,4188.8
1,296.0,306.6,1628,36.8,121,0,0,0,0,0,0,59910.399999999994,10.600000000000023,4452.799999999999
1,296.0,306.6,1392,51.3,124,0,0,0,0,0,0,71409.59999999999,10.600000000000023,6361.2
0,296.0,306.7,1917,21.0,127,0,0,0,0,0,0,40257.0,10.699999999999989,2667.0
1,296.2,306.8,1526,42.3,129,0,0,0,0,0,0,64549.799999999996,10.600000000000023,5456.7
0,296.2,306.8,1389,53.3,132,0,0,0,0,0,0,74033.7,10.600000000000023,7035.599999999999
0,296.1,306.7,1409,42.8,134,0,0,0,0,0,0,60305.2,10.599999999999966,5735.2
0,296.2,306.8,1655,31.1,136,0,0,0,0,0,0,51470.5,10.600000000000023,4229.6
0,296.2,306.9,1516,39.1,138,0,0,0,0,0,0,59275.6,10.699999999999989,5395.8
0,296.2,306.9,1526,34.9,140,0,0,0,0,0,0,53257.4,10.699999999999989,4886.0
0,296.3,307.1,1419,48.6,142,0,0,0,0,0,0,68963.40000000001,10.800000000000011,6901.2
0,296.4,307.2,1748,25.3,144,0,0,0,0,0,0,44224.4,10.800000000000011,3643.2000000000003
2,296.4,307.1,1638,32.5,146,0,0,0,0,0,0,53235.0,10.700000000000045,4745.0
1,296.3,307.1,1534,33.8,151,0,0,0,0,0,0,51849.2,10.800000000000011,5103.799999999999
