,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Power,Temp_diff,tool_wear_torque_product
1819,1,-0.9523894433829583,-1.6213687437728947,2.9408646678111094,-2.0852731091061982,0.6606184330416307,0,0,0,0,0,0,-1.9916388832202585,-0.5001080088471099,-0.5075895731893986
1820,0,-0.9523894433829583,-1.6887696293784618,-0.25533993265515514,0.3724847381689319,0.7077504765890371,0,0,0,0,0,0,0.517724734914395,-0.6000037419927912,0.8390225491469132
1821,0,-0.9523894433829583,-1.6213687437728947,-1.0306845041469714,0.3323580794379088,0.7391718389539748,0,0,0,0,0,0,-0.13136482485309328,-0.5001080088471099,0.8480091621910638
1822,0,-0.9523894433829583,-1.6213687437728947,-0.2832300251548608,-0.05887684318956068,0.7705932013189124,0,0,0,0,0,0,-0.13146293539886444,-0.5001080088471099,0.662014576470195
1823,0,-0.9523894433829583,-1.5539678581673662,-0.696003394150504,0.8740679723067134,0.8020145636838499,0,0,0,0,0,0,0.8726592563507585,-0.4002122757014854,1.213063781834953
1824,0,-0.9523894433829583,-1.6887696293784618,-0.8242978196491499,1.746822799706453,0.8334359260487876,0,0,0,0,0,0,1.9500700257914445,-0.6000037419927912,1.7430970496082716
1825,1,-1.0023854770106078,-1.6887696293784618,1.367863450827712,-1.2225499463892138,0.8648572884137251,0,0,0,0,0,0,-1.0175973848040765,-0.5001080088471099,0.07668179614566505
1826,2,-1.1023775442658785,-1.8235714005895574,-0.12704550715650928,0.011344809589729025,0.9119893319611315,0,0,0,0,0,0,0.0808875298682573,-0.5001080088471099,0.8285853410838246
1827,1,-1.0523815106382575,-1.8235714005895574,-0.6625352831508573,0.7837829901619122,0.9905427378734756,0,0,0,0,0,0,0.7759418803295383,-0.6000037419927344,1.365376258823414
1828,0,-1.1023775442658785,-1.8909722861951244,-1.0474185596467949,1.6364744881961408,1.037674781420882,0,0,0,0,0,0,1.5790061306303012,-0.6000037419927912,1.9393873219269664
1829,0,-1.1023775442658785,-1.8909722861951244,1.90335322682206,-1.704069851161484,1.0690961437858195,0,0,0,0,0,0,-1.64110952528902,-0.6000037419927912,-0.09434689462372456
1830,0,-1.1023775442658785,-1.8235714005895574,1.7862148383232965,-1.6037532043339278,1.1005175061507573,0,0,0,0,0,0,-1.5061094143078892,-0.5001080088471099,-0.015094874076882963
1831,1,-1.1023775442658785,-1.8235714005895574,-1.2482272256446754,1.4057462004927617,1.1319388685156948,0,0,0,0,0,0,1.0834203307763868,-0.5001080088471099,1.9124274827945145
1832,1,-1.1023775442658785,-1.7561705149840288,-1.1645569481455584,1.1750179127893825,1.179070912063101,0,0,0,0,0,0,0.8627697133370242,-0.4002122757014854,1.8208277144035445
1833,0,-1.1023775442658785,-1.8235714005895574,-1.1812910036453819,2.107962728285656,1.2262029556105076,1,0,0,0,1,0,2.058344824104509,-0.5001080088471099,2.487712239085427
1834,0,-1.1023775442658785,-1.8909722861951244,-0.22744984015544953,-0.1892884840653836,1.2576243179754452,0,0,0,0,0,0,-0.28386785719980023,-0.6000037419927912,1.0076807553731604
1835,2,-1.1023775442658785,-1.8235714005895574,0.09049721434119458,-0.42001677176876356,1.2890456803403827,0,0,0,0,0,0,-0.42169355189914165,-0.5001080088471099,0.8800283937066401
1836,0,-1.1523735778935282,-1.8909722861951244,-0.11588947015662704,-0.42001677176876356,1.3675990862527267,0,0,0,0,0,0,-0.5516507808276341,-0.5001080088471099,0.9433592494114823
1837,0,-1.1523735778935282,-1.8909722861951244,-0.8187198011492087,0.3022630853896422,1.3990204486176645,0,0,0,0,0,0,-0.010904696755249754,-0.5001080088471099,1.4705267075132415
1838,1,-1.1023775442658785,-1.8909722861951244,-0.4617266171529768,-0.03881351382404913,1.430441810982602,0,0,0,0,0,0,-0.2265909205785913,-0.6000037419927912,1.261570264053578
1839,0,-1.1523735778935282,-1.958373171800653,0.9829801743317745,-0.9817899940030786,-1.6959837443286896,0,0,0,0,0,0,-0.8019700273081981,-0.6000037419927344,-1.526544123077362
1840,1,-1.1523735778935282,-1.8909722861951244,-0.7462055606499741,0.3724847381689319,-1.6645623819637518,0,0,0,0,0,0,0.14043082009678157,-0.5001080088471099,-1.4956216829175677
1841,0,-1.1523735778935282,-1.8909722861951244,0.7208133048345416,-0.21938347811365091,-1.6174303384163455,0,0,0,0,0,0,0.30249963065617697,-0.5001080088471099,-1.4596752307409644
1842,2,-1.1523735778935282,-1.958373171800653,1.763902764323532,-1.7542281745752621,-1.5860089760514078,0,0,0,0,0,0,-1.7885206203102038,-0.6000037419927344,-1.470820046130364
1843,0,-1.2023696115211493,-1.958373171800653,-0.2386058771553318,-0.07894017255507152,-1.507455570139064,0,0,0,0,0,0,-0.129893166666525,-0.5001080088471099,-1.3601148799289946
1844,1,-1.2023696115211493,-1.958373171800653,-0.37805633965385993,0.492864714361999,-1.4760342077741262,0,0,0,0,0,0,0.5965859916052607,-0.5001080088471099,-1.304143140417788
1845,0,-1.1523735778935282,-1.8909722861951244,-0.5286628391522703,0.0013131449069732513,-1.42890216422672,0,0,0,0,0,0,-0.21654440069162328,-0.5001080088471099,-1.2859576321315929
1846,2,-1.1523735778935282,-1.8235714005895574,-0.13820154415639155,-0.13913016065160544,-1.3974808018617824,0,0,0,0,0,0,-0.14978998534891869,-0.4002122757014286,-1.2670645165190868
1847,0,-1.1023775442658785,-1.8235714005895574,-0.7071594311503863,1.074701265961826,-1.3189273959494383,0,0,0,0,0,0,1.1401674704504328,-0.5001080088471099,-1.0960358257496974
1848,2,-1.1523735778935282,-1.8909722861951244,-0.6123331166513871,0.4126113968999543,-1.2875060335845006,0,0,0,0,0,0,0.2994091484643858,-0.5001080088471099,-1.1208728429032164
1849,0,-1.1523735778935282,-1.8909722861951244,0.7208133048345416,-0.7309983769341876,-1.2089526276721567,0,0,0,0,0,0,-0.5321071601100158,-0.5001080088471099,-1.1678933497365882
1850,1,-1.1523735778935282,-1.8909722861951244,-0.9302801711480313,1.2853662242996937,-1.177531265307219,0,0,0,0,0,0,1.2238753881023938,-0.5001080088471099,-0.9100766203951443
1851,1,-1.1523735778935282,-1.8235714005895574,-0.9693263006476192,0.9242262957204916,-1.1303992217598127,0,0,0,0,0,0,0.7054985084658378,-0.4002122757014286,-0.8998870748962646
1852,1,-1.2023696115211493,-1.958373171800653,-0.07126532215709803,-0.08897183723782728,-1.0832671782124061,0,0,0,0,0,0,-0.029486834124309604,-0.5001080088471099,-0.9870289171314747
1853,0,-1.2023696115211493,-1.8909722861951244,-0.29438606215474306,0.06150313300350718,-1.0361351346649998,0,0,0,0,0,0,0.03575667881351883,-0.4002122757014854,-0.9232381166645304
1854,1,-1.2023696115211493,-1.8909722861951244,-0.38363435815380104,0.2621364266586198,-1.0047137723000623,0,0,0,0,0,0,0.26046907284780807,-0.4002122757014854,-0.8633745368586124
1855,2,-1.1523735778935282,-1.8235714005895574,-1.6163764466407897,2.2885326925752567,-0.9575817287526558,0,0,0,0,0,0,1.8121069763280246,-0.4002122757014286,-0.48225723090746175
1856,1,-1.1023775442658785,-1.7561705149840288,1.1893668588295963,-1.3930882459960594,-0.8790283228403118,0,0,0,0,0,0,-1.3970889758469642,-0.4002122757014854,-1.0463617914426593
1857,0,-1.1523735778935282,-1.7561705149840288,0.5813628423360135,-0.34979511898947385,-0.8318962792929054,0,0,0,0,0,0,0.00023085018977810678,-0.30031654255580403,-0.8162832692926097
1858,1,-1.1023775442658785,-1.7561705149840288,-0.2832300251548608,-0.38992177772049624,-0.8004749169279678,0,0,0,0,0,0,-0.6132249593536199,-0.4002122757014854,-0.7985223254022014
1859,0,-1.1023775442658785,-1.7561705149840288,-1.0251064856470304,0.5831496965067996,-0.7533428733805614,0,0,0,0,0,0,0.2052328355786383,-0.4002122757014854,-0.5542916567259303
1860,0,-1.1023775442658785,-1.6213687437728947,0.3805541763381331,-0.9717583293203229,-0.7219215110156237,0,0,0,0,0,0,-1.106201018690021,-0.20042080941012275,-0.8618885614733591
1861,1,-1.0523815106382575,-1.6213687437728947,0.3917102133380153,-0.9717583293203229,-0.6905001486506862,0,0,0,0,0,0,-1.1002555196162875,-0.30031654255574725,-0.8404480594861334
1862,0,-1.0523815106382575,-1.5539678581673662,-0.12146748865656816,0.4427063909482209,-0.6433681051032798,0,0,0,0,0,0,0.7248066638736045,-0.20042080941012275,-0.47404898592225325
1863,1,-1.0523815106382575,-1.5539678581673662,-0.12146748865656816,-0.04884517850680491,-0.6119467427383422,0,0,0,0,0,0,-0.004478456007238081,-0.20042080941012275,-0.56225223914693
1864,0,-1.0523815106382575,-1.5539678581673662,0.040295047841724455,-0.23944680747916175,-0.5648146991909357,0,0,0,0,0,0,-0.18028274297459806,-0.20042080941012275,-0.5687268461826763
1865,0,-1.0523815106382575,-1.5539678581673662,0.1574334363404881,-0.530365083279075,-0.5333933368259982,0,0,0,0,0,0,-0.5486584091816127,-0.20042080941012275,-0.618047076826559
1866,1,-0.9523894433829583,-1.4191660869562706,0.6873451938348949,-1.112201634878902,-0.5019719744610606,0,0,0,0,0,0,-1.1709834120627254,-0.20042080941017953,-0.7494497573225277
1867,0,-0.9523894433829583,-1.4191660869562706,-0.20513776615568505,0.18188310919657433,-0.45483993091365416,0,0,0,0,0,0,0.2763237370444291,-0.20042080941017953,-0.3582136666051285
1868,0,-0.8523973761276875,-1.3517652013507035,-0.9916383746473837,1.6966644762926748,-0.42341856854871657,0,0,0,0,0,0,1.7143594395762072,-0.30031654255580403,0.1041015800402193
1869,1,-0.8523973761276875,-1.2843643157451365,0.5088486018367789,-0.7309983769341876,-0.391997206183779,0,0,0,0,0,0,-0.6540193242852722,-0.20042080941012275,-0.566285600906903
1870,0,-0.8523973761276875,-1.3517652013507035,-0.29438606215474306,0.23204143261035248,-0.34486516263637257,0,0,0,0,0,0,0.28360353954064965,-0.30031654255580403,-0.23947715725012833
1871,0,-0.8523973761276875,-1.2843643157451365,1.6802324868244152,-1.8545448214028186,-0.313443800271435,0,0,0,0,0,0,-2.0021563337269277,-0.20042080941012275,-0.8571475923870749
1872,0,-0.8523973761276875,-1.2843643157451365,-1.186869022145323,1.8471394465340092,-0.28202243790649734,0,0,0,0,0,0,1.7141141632117791,-0.20042080941012275,0.3330479304681712
1873,0,-0.8024013425000663,-1.2843643157451365,-0.9581702636477369,1.7869494584374754,-0.25060107554155975,0,0,0,0,0,0,1.8685597843647557,-0.30031654255574725,0.3548422361185524
1874,0,-0.8024013425000663,-1.2843643157451365,0.330352009838663,-0.7309983769341876,-0.21917971317662216,0,0,0,0,0,0,-0.7566821993802252,-0.30031654255574725,-0.43902242326985436
1875,0,-0.8523973761276875,-1.3517652013507035,-0.9804823376475014,1.014511277865292,-0.18775835081168454,0,0,0,0,0,0,0.8161966372594498,-0.30031654255580403,0.175109975235537
1876,0,-0.8523973761276875,-1.3517652013507035,-1.6554225761403776,2.208279375113212,-0.15633698844674693,0,0,0,0,0,0,1.6714949421287832,-0.30031654255580403,0.6231669342557163
1877,1,-0.9023934097553371,-1.4865669725617991,0.15185541784054696,-0.6206500654238761,-0.12491562608180934,0,0,0,0,0,0,-0.6903398483297607,-0.4002122757014286,-0.33068774161162734
1878,1,-0.9523894433829583,-1.5539678581673662,-0.6402232091510928,0.7737513254791571,-0.07778358253440293,0,0,0,0,0,0,0.7807296749631717,-0.4002122757014854,0.2117286543721357
1879,1,-0.9023934097553371,-1.5539678581673662,0.3861321948380742,-0.6206500654238761,-0.03065153898699653,0,0,0,0,0,0,-0.551062117553007,-0.5001080088471099,-0.2589363587236832
1880,0,-0.9523894433829583,-1.5539678581673662,0.9271999893323634,-1.0921383055133904,0.016480504560409875,0,0,0,0,0,0,-1.015605740724922,-0.4002122757014854,-0.40431428391429564
1881,0,-1.0023854770106078,-1.6213687437728947,0.05145108484160671,0.5831496965067996,0.04790186692534748,0,0,0,0,0,0,1.0724711938683236,-0.4002122757014286,0.27212293967278645
1882,1,-1.0023854770106078,-1.6213687437728947,0.23552569533966383,0.3423897441206646,0.07932322929028508,0,0,0,0,0,0,0.8484848178727412,-0.4002122757014286,0.20857980177005117
1883,1,-1.0023854770106078,-1.6213687437728947,-0.37247832115391877,0.6734346786516008,0.12645527283769148,0,0,0,0,0,0,0.8609448571856813,-0.4002122757014286,0.390081080968845
1884,1,-1.0023854770106078,-1.6213687437728947,1.4124875988272412,-1.403119910678815,0.1735873163850979,0,0,0,0,0,0,-1.3122429758640564,-0.4002122757014286,-0.43187558927411246
1885,0,-1.0023854770106078,-1.6213687437728947,0.8044835823336586,-0.7209667122514325,0.2207193599325043,0,0,0,0,0,0,-0.4674719325559697,-0.4002122757014286,-0.11076338459414195
1886,0,-1.0523815106382575,-1.6213687437728947,-0.1995597476557439,0.07153479768626296,0.2521407222974419,0,0,0,0,0,0,0.11821859253418841,-0.30031654255574725,0.25903220413603173
1887,1,-1.0523815106382575,-1.6887696293784618,0.5757848238360724,-0.7610933709824549,0.2835620846623795,0,0,0,0,0,0,-0.6638500009715446,-0.4002122757014286,-0.08217604861117402
1888,1,-1.1023775442658785,-1.7561705149840288,2.026069633820765,-1.5736582102856609,0.3306941282097859,0,0,0,0,0,0,-1.3488774536550114,-0.4002122757014854,-0.41747578018368176
1889,2,-1.1523735778935282,-1.7561705149840288,-0.5955990611515638,0.021376474272484798,0.3778261717571923,0,0,0,0,0,0,-0.23553860235292176,-0.30031654255580403,0.3508796350912108
1890,0,-1.1023775442658785,-1.7561705149840288,-0.1493575811562738,0.08156646236901802,0.4563795776695363,0,0,0,0,0,0,0.16899079997076846,-0.4002122757014854,0.4510768324968601
1891,0,-1.1523735778935282,-1.7561705149840288,1.2563030808288898,-1.1021699701961463,0.48780094003447394,0,0,0,0,0,0,-0.8644664449644337,-0.30031654255580403,-0.1003615568973688
1892,1,-1.1023775442658785,-1.7561705149840288,-0.562130950151917,0.3624530734861761,0.5192223023994115,0,0,0,0,0,0,0.2678077416714919,-0.4002122757014854,0.6484992765376534
1893,0,-1.1023775442658785,-1.6887696293784618,0.51442662033672,-1.0118849880513456,0.5663543459468179,0,0,0,0,0,0,-1.098862349866338,-0.30031654255580403,-0.0032070709948569167
1894,2,-1.0523815106382575,-1.6887696293784618,1.90335322682206,-1.6739748571132171,0.5977757083117555,0,0,0,0,0,0,-1.5857751774740798,-0.4002122757014286,-0.32297482175483627
1895,0,-1.0523815106382575,-1.6213687437728947,-1.0864646891463827,1.4358411945410283,0.6763291142240996,0,0,0,0,0,0,1.2766196175089757,-0.30031654255574725,1.3743982522338802
1896,0,-1.0523815106382575,-1.6887696293784618,0.19647956584007595,-0.42001677176876356,0.7077504765890371,0,0,0,0,0,0,-0.354958758665591,-0.4002122757014286,0.41138006149080825
1897,0,-1.1023775442658785,-1.7561705149840288,-0.6736913201507395,0.12169312110004112,0.7391718389539748,0,0,0,0,0,0,-0.15163446360941626,-0.4002122757014854,0.7328460698339346
1898,0,-1.1023775442658785,-1.6887696293784618,-0.9302801711480313,1.4157778651755175,0.7705932013189124,0,0,0,0,0,0,1.3988653575398542,-0.30031654255580403,1.4785580506668725
1899,0,-1.1023775442658785,-1.6887696293784618,-0.8410318751489733,0.0013131449069732513,0.8020145636838499,0,0,0,0,0,0,-0.4363120232190454,-0.30031654255580403,0.7236471745918905
1900,2,-1.0523815106382575,-1.6213687437728947,-0.25533993265515514,-0.399953442403252,0.8334359260487876,0,0,0,0,0,0,-0.6101639103255596,-0.30031654255574725,0.5241019085721643
1901,1,-1.0523815106382575,-1.6213687437728947,-0.18840371065586167,0.011344809589729025,0.9119893319611315,0,0,0,0,0,0,0.037610968128594095,-0.30031654255574725,0.8285853410838246
1902,0,-1.0023854770106078,-1.6213687437728947,0.865841785833011,-1.0921383055133904,0.9591213755085379,0,0,0,0,0,0,-1.0470109264262737,-0.4002122757014286,0.21342691195528235
1903,0,-1.0523815106382575,-1.6213687437728947,2.394218854816879,-1.9648931329131307,0.9905427378734756,0,0,0,0,0,0,-1.9445458212500966,-0.30031654255574725,-0.2923354245255665
1904,1,-1.0023854770106078,-1.6213687437728947,0.16858947334037033,-0.44008010113427437,1.0219641002384132,0,0,0,0,0,0,-0.4033076356216234,-0.4002122757014286,0.6524618775649954
1905,0,-1.0523815106382575,-1.6213687437728947,0.8267956563334231,-1.0921383055133904,1.0690961437858195,0,0,0,0,0,0,-1.0669960445998607,-0.30031654255574725,0.2854967181400664
1906,0,-1.0523815106382575,-1.6213687437728947,-0.606755098151446,1.2452395655686714,1.1005175061507573,0,0,0,0,0,0,1.4682098912909178,-0.30031654255574725,1.773453403907017
1907,0,-1.0523815106382575,-1.6213687437728947,-0.19398172915580278,0.24207309729310825,1.1319388685156948,0,0,0,0,0,0,0.37306073517480326,-0.30031654255574725,1.173685434125741
1908,0,-1.0523815106382575,-1.6213687437728947,2.4444210213163493,-1.9849564622786418,1.1633602308806323,0,0,0,0,0,0,-1.9653256348444301,-0.30031654255574725,-0.22582033585232425
1909,0,-1.0023854770106078,-1.5539678581673662,-0.5788650056517404,0.5630863671412888,1.19478159324557,0,0,0,0,0,0,0.536552148647882,-0.30031654255580403,1.4420101322629046
1910,2,-1.0023854770106078,-1.5539678581673662,0.04587306634166558,-0.31970012494120725,1.2262029556105076,0,0,0,0,0,0,-0.2980153979000035,-0.30031654255580403,0.8951711904896974
1911,1,-0.9523894433829583,-1.4865669725617991,-1.2426492071447344,1.7267594703409421,1.3047563615228517,0,0,0,0,0,0,1.5018814305995833,-0.30031654255580403,2.338831657629575
1912,1,-1.0023854770106078,-1.5539678581673662,0.4586464353373088,-0.5103017539135641,1.351888405070258,0,0,0,0,0,0,-0.3330114295765804,-0.30031654255580403,0.8689189586835562
1913,1,-1.0023854770106078,-1.4865669725617991,-0.2609179511550963,0.021376474272484798,1.3990204486176645,0,0,0,0,0,0,0.0011040340471416676,-0.20042080941012275,1.2753686069166443
1914,0,-1.0023854770106078,-1.5539678581673662,0.5813628423360135,-0.7711250356652106,1.4461524921650708,0,0,0,0,0,0,-0.6767907819587621,-0.30031654255580403,0.7590275409074445
1915,0,-1.0023854770106078,-1.5539678581673662,-0.2609179511550963,-0.12909849596884967,1.4775738545300083,0,0,0,0,0,0,-0.21846736738873807,-0.30031654255580403,1.2392806332747788
1916,0,-1.0023854770106078,-1.5539678581673662,-0.8466098936489144,1.0847329306445812,1.508995216894946,0,0,0,0,0,0,1.0294202863839337,-0.30031654255580403,2.139993998936159
1917,1,-0.9523894433829583,-1.4191660869562706,-0.4226804876533889,0.7336246667481341,1.5404165792598836,0,0,0,0,0,0,0.9058304318759904,-0.20042080941017953,1.9208480099776162
1918,1,-0.9523894433829583,-1.4191660869562706,-0.2386058771553318,0.0013131449069732513,-1.6959837443286896,0,0,0,0,0,0,-0.012474465487588482,-0.20042080941017953,-1.526544123077362
1919,0,-0.9023934097553371,-1.3517652013507035,0.6650331198351305,-1.0018533233685898,-1.648851700781283,0,0,0,0,0,0,-1.0033909777764114,-0.20042080941012275,-1.494701793393363
1920,0,-0.9523894433829583,-1.4191660869562706,3.4707764253055164,-2.255811408713044,-1.6174303384163455,0,0,0,0,0,0,-2.1731139597331923,-0.20042080941017953,-1.4955863025512521
1921,0,-0.9523894433829583,-1.4191660869562706,0.7040792493347183,-0.8012200297134773,-1.5860089760514078,0,0,0,0,0,0,-0.6560796457464675,-0.20042080941017953,-1.4472921025305205
1922,0,-1.0023854770106078,-1.4865669725617991,0.9885581928317156,-1.3429299225822813,-1.5545876136864702,0,0,0,0,0,0,-1.4050947963818916,-0.20042080941012275,-1.441843526117925
1923,0,-1.0023854770106078,-1.5539678581673662,-0.05453126665727467,-0.5905550713756088,-1.5231662513215327,0,0,0,0,0,0,-0.76803358952595,-0.30031654255580403,-1.393832369027718
1924,0,-1.0523815106382575,-1.5539678581673662,-1.0362625226469127,1.074701265961826,-1.491744888956595,0,0,0,0,0,0,0.84668939488513,-0.20042080941012275,-1.2933521286915437
1925,0,-1.0523815106382575,-1.5539678581673662,-0.009907118657745668,-0.22941514279640599,-1.4603235265916574,0,0,0,0,0,0,-0.1984037607785337,-0.20042080941012275,-1.3264681515629027
1926,0,-1.0023854770106078,-1.5539678581673662,0.37497615783819194,-0.9216000059065448,-1.42890216422672,0,0,0,0,0,0,-1.030390999972637,-0.30031654255580403,-1.3412925250491199
1927,2,-1.0023854770106078,-1.4865669725617991,-1.2538052441446166,0.7837829901619122,-1.3974808018617824,0,0,0,0,0,0,0.2788353670161709,-0.20042080941012275,-1.205219636199498
1928,0,-1.0023854770106078,-1.4865669725617991,0.4698024723371911,-1.0118849880513456,-1.3189273959494383,0,0,0,0,0,0,-1.1223303924148016,-0.20042080941012275,-1.2726546143969446
1929,1,-1.0023854770106078,-1.4865669725617991,-0.31112011765456643,1.0947645953273368,-1.2875060335845006,0,0,0,0,0,0,1.5224355899386435,-0.20042080941012275,-1.0583203552573168
1930,1,-0.9523894433829583,-1.4191660869562706,0.16858947334037033,-0.29963679557569567,-1.2403739900370943,0,0,0,0,0,0,-0.1877980107806703,-0.20042080941017953,-1.1469127925114646
1931,1,-0.9023934097553371,-1.3517652013507035,2.3997968733168205,-1.8344814920373074,-1.1932419464896877,0,0,0,0,0,0,-1.6914108021058996,-0.20042080941012275,-1.280862859382153
1932,1,-0.9523894433829583,-1.3517652013507035,0.8212176378334819,-1.0720749761478792,-1.1461099029422814,0,0,0,0,0,0,-1.0367681854477633,-0.1005250762644982,-1.163718466511353
1933,0,-0.9523894433829583,-1.3517652013507035,0.5534727498363079,-0.49023842454805255,-1.0989778593948751,0,0,0,0,0,0,-0.2426614279759086,-0.1005250762644982,-1.054640797160499
1934,0,-0.9523894433829583,-1.4191660869562706,0.8881538598327754,-0.6708083888376544,-1.0675564970299374,0,0,0,0,0,0,-0.33590569067682996,-0.20042080941017953,-1.0552776437541789
1935,1,-0.9523894433829583,-1.4191660869562706,-0.9023900786483257,1.5160945120030738,-1.0361351346649998,0,0,0,0,0,0,1.5605024816978577,-0.20042080941017953,-0.7077716858028047
1936,1,-0.9523894433829583,-1.3517652013507035,3.2922798333074,-2.1655264265682432,-0.9890030911175934,0,0,0,0,0,0,-2.040066248612908,-0.1005250762644982,-1.2335946899845724
1937,0,-0.9023934097553371,-1.3517652013507035,-0.7127374496503274,0.24207309729310825,-0.941871047570187,0,0,0,0,0,0,-0.01380876891007626,-0.20042080941012275,-0.8064829078232013
1938,0,-0.9523894433829583,-1.4191660869562706,-0.12146748865656816,0.08156646236901802,-0.9104496852052494,0,0,0,0,0,0,0.18900535130808727,-0.20042080941017953,-0.8047846502400546
1939,1,-0.9523894433829583,-1.4191660869562706,-1.3151634476439689,1.3957145358100058,-0.8790283228403118,0,0,0,0,0,0,1.0070608930026845,-0.20042080941017953,-0.5349032159850067
1940,0,-0.9523894433829583,-1.4191660869562706,0.21879163983984046,-0.44008010113427437,-0.8318962792929054,0,0,0,0,0,0,-0.3718730167565402,-0.20042080941017953,-0.8337965506188091
1941,0,-0.9523894433829583,-1.4191660869562706,-0.6346451906511517,1.8270761171684984,-0.8004749169279678,0,0,0,0,0,0,2.2533885890975958,-0.20042080941017953,-0.3528358509251641
1942,0,-0.9523894433829583,-1.3517652013507035,-0.4617266171529768,0.24207309729310825,-0.7690535545630302,0,0,0,0,0,0,0.1733861524213172,-0.1005250762644982,-0.6414688793274561
1943,0,-0.9523894433829583,-1.3517652013507035,0.9216219708324221,-0.9115683412237894,-0.7376321921980926,0,0,0,0,0,0,-0.7175360916175288,-0.1005250762644982,-0.8596595983954795
1944,0,-0.9523894433829583,-1.2843643157451365,1.4069095803273,-1.272708269802992,-0.706210829833155,0,0,0,0,0,0,-1.08636306633509,-0.0006293431188168923,-0.9180372028161439
1945,0,-0.9523894433829583,-1.2843643157451365,0.4307563428376032,-0.7209667122514325,-0.6747894674682174,0,0,0,0,0,0,-0.683079667942694,-0.0006293431188168923,-0.7722347132297447
1946,0,-0.9023934097553371,-1.2843643157451365,0.46422445383725,-0.5103017539135641,-0.6433681051032798,0,0,0,0,0,0,-0.32958737152916645,-0.10052507626444142,-0.6992450175207563
1947,0,-0.9023934097553371,-1.2843643157451365,-0.42825850615333005,0.9944479484997806,-0.6119467427383422,0,0,0,0,0,0,1.2741276096463885,-0.10052507626444142,-0.30836273046651247
1948,0,-0.9523894433829583,-1.2843643157451365,-0.7183154681502685,0.5831496965067996,-0.5805253803734046,0,0,0,0,0,0,0.452373300376217,-0.0006293431188168923,-0.3760453712281679
1949,1,-0.9523894433829583,-1.3517652013507035,0.023560992341901083,0.1919147738793301,-0.549104018008467,0,0,0,0,0,0,0.4596040475995527,-0.1005250762644982,-0.44436485858350316
1950,1,-1.0023854770106078,-1.4191660869562706,-0.3334321916543309,0.7637196607964014,-0.5019719744610606,0,0,0,0,0,0,1.023612142074282,-0.1005250762644982,-0.24662399124587023
1951,0,-1.0023854770106078,-1.4865669725617991,1.674654468324474,-1.7341648452097511,-0.45483993091365416,0,0,0,0,0,0,-1.787755358053189,-0.20042080941012275,-0.8920680139405269
1952,0,-1.0023854770106078,-1.4865669725617991,-1.5215501321417906,2.0578044048718778,-0.42341856854871657,0,0,0,0,0,0,1.631171507816832,-0.20042080941012275,0.2072707282163757
1953,0,-1.0523815106382575,-1.5539678581673662,0.30246191733895733,-0.5103017539135641,-0.391997206183779,0,0,0,0,0,0,-0.42888505490416806,-0.20042080941012275,-0.5016810520147011
1954,0,-1.0523815106382575,-1.4865669725617991,-0.44499256165315343,0.6934980080171117,-0.36057584381884134,0,0,0,0,0,0,0.8300106021040295,-0.10052507626444142,-0.11610581990779045
1955,0,-1.0523815106382575,-1.5539678581673662,-1.2872733551442632,1.5261261766858294,-0.32915448145390375,0,0,0,0,0,0,1.2003288571173143,-0.20042080941012275,0.17256258886081716
1956,1,-1.0523815106382575,-1.5539678581673662,-0.9749043191475603,0.6834663433343559,-0.29773311908896616,0,0,0,0,0,0,0.3794967869773919,-0.20042080941012275,-0.05288110530189501
1957,2,-1.0523815106382575,-1.5539678581673662,0.44191237983748544,-0.40998510708600777,-0.25060107554155975,0,0,0,0,0,0,-0.1845407406610677,-0.20042080941012275,-0.35800138440723517
1958,2,-1.0523815106382575,-1.5539678581673662,-0.4171024691534478,0.3223264147551537,-0.17204766962921575,0,0,0,0,0,0,0.32157232075409337,-0.20042080941012275,-0.04396525299037507
1959,1,-1.1023775442658785,-1.6213687437728947,-1.0418405411468539,0.9442896250860024,-0.09349426371687174,0,0,0,0,0,0,0.6692760949671219,-0.20042080941012275,0.2562017748307874
1960,0,-1.1023775442658785,-1.6213687437728947,-0.5175068021523881,1.1449229187411152,-0.046362220169465326,0,0,0,0,0,0,1.408597923680354,-0.20042080941012275,0.38293424697310274
1961,0,-1.1023775442658785,-1.6887696293784618,-0.5063507651525058,1.1248595893756042,-0.014940857804527726,0,0,0,0,0,0,1.3902708737303004,-0.30031654255580403,0.41173386515396415
1962,0,-1.1023775442658785,-1.6887696293784618,-0.8242978196491499,0.8640363076239577,0.016480504560409875,0,0,0,0,0,0,0.7491184571157008,-0.30031654255580403,0.34769540212281086
1963,0,-1.1523735778935282,-1.6887696293784618,-0.8912340416484434,0.3323580794379088,0.04790186692534748,0,0,0,0,0,0,-0.025160159055801122,-0.20042080941012275,0.17394242314712333
1964,1,-1.1023775442658785,-1.6887696293784618,-0.7462055606499741,0.6934980080171117,0.07932322929028508,0,0,0,0,0,0,0.5815358338839638,-0.30031654255580403,0.34850915054806836
1965,0,-1.1023775442658785,-1.6887696293784618,0.23552569533966383,-0.6908717182031652,0.12645527283769148,0,0,0,0,0,0,-0.7491767426287307,-0.30031654255580403,-0.16807957802533957
